Date,Age,Tm,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2012-12-12,27-348,MIA,GSW,L (-2),1,42:21,12,23,0.522,2,4,0.500,5,5,1.000,1,2,3,5,1,0,4,0,31,21.5,-3
2012-12-15,27-351,MIA,WAS,W (+30),1,30:33,8,15,0.533,0,3,0.000,7,11,0.636,0,10,10,5,1,0,2,0,23,19.6,36
2012-12-18,27-354,MIA,MIN,W (+11),1,41:59,8,18,0.444,2,5,0.400,4,5,0.800,0,6,6,11,1,4,0,0,22,25.5,12
2012-12-20,27-356,MIA,DAL,W (+15),1,30:55,9,13,0.692,3,5,0.600,3,4,0.750,0,9,9,5,1,1,5,0,24,21.0,25
2012-12-22,27-358,MIA,UTA,W (+16),1,37:30,11,20,0.550,1,1,1.000,7,10,0.700,1,8,9,7,0,0,4,0,30,23.2,14
2012-12-25,27-361,MIA,OKC,W (+6),1,41:52,12,20,0.600,0,3,0.000,5,5,1.000,3,5,8,9,2,1,3,3,29,28.2,13
2012-12-26,27-362,MIA,CHA,W (+13),1,38:35,9,19,0.474,2,4,0.500,7,8,0.875,2,10,12,8,4,2,3,1,27,28.9,12
2012-12-28,27-364,MIA,DET,L (-10),1,44:19,15,22,0.682,2,4,0.500,3,4,0.750,1,5,6,5,6,1,3,1,35,34.2,-2
2012-12-29,27-365,MIA,MIL,L (-19),1,36:29,11,20,0.550,1,2,0.500,3,5,0.600,1,5,6,7,2,1,6,2,26,18.6,-8
2012-12-31,28-001,MIA,ORL,W (+2),1,47:53,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,31.9,4
2013-01-02,28-003,MIA,DAL,W (+10),1,42:01,11,20,0.550,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,31.6,12
2013-01-04,28-005,MIA,CHI,L (-7),1,41:05,8,14,0.571,1,5,0.200,13,16,0.813,0,6,6,2,1,0,2,2,30,23.6,-18
2013-01-06,28-007,MIA,WAS,W (+28),1,34:57,9,17,0.529,2,3,0.667,4,4,1.000,1,1,2,7,0,1,1,0,24,21.3,26
2013-01-08,28-009,MIA,IND,L (-10),1,42:36,10,20,0.500,1,1,1.000,1,4,0.250,3,7,10,4,1,2,7,2,22,12.4,-5
2013-01-10,28-011,MIA,POR,L (-2),1,42:39,6,16,0.375,1,5,0.200,2,5,0.400,0,10,10,9,2,1,4,3,15,11.8,-9
2013-01-12,28-013,MIA,SAC,W (+29),1,29:08,7,10,0.700,0,1,0.000,6,7,0.857,1,4,5,7,5,2,1,0,20,27.6,28
2013-01-14,28-015,MIA,UTA,L (-7),1,43:41,13,19,0.684,2,4,0.500,4,4,1.000,1,3,4,6,3,2,3,5,32,29.1,1
2013-01-16,28-017,MIA,GSW,W (+17),1,30:32,11,20,0.550,1,5,0.200,2,3,0.667,1,6,7,10,1,0,1,2,25,23.7,33
2013-01-17,28-018,MIA,LAL,W (+9),1,42:04,17,25,0.680,1,2,0.500,4,4,1.000,0,7,7,8,3,1,2,2,39,36.9,13
2013-01-23,28-024,MIA,TOR,W (+7),1,44:50,12,23,0.522,1,5,0.200,6,7,0.857,1,9,10,11,0,0,3,1,31,27.0,9
2013-01-25,28-026,MIA,DET,W (+22),1,33:01,9,14,0.643,0,1,0.000,5,6,0.833,1,6,7,7,1,0,2,0,23,22.8,22
2013-01-27,28-028,MIA,BOS,L (-2),1,51:56,14,31,0.452,3,6,0.500,3,5,0.600,4,12,16,7,3,1,3,3,34,27.9,-2
2013-01-30,28-031,MIA,BRK,W (+20),1,34:17,10,18,0.556,3,4,0.750,1,4,0.250,2,7,9,7,2,0,4,2,24,19.8,22
2013-02-01,28-033,MIA,IND,L (-13),1,41:58,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,20.3,-9
2013-02-03,28-035,MIA,TOR,W (+15),1,39:44,10,16,0.625,1,2,0.500,9,11,0.818,0,8,8,7,2,0,3,1,30,27.9,29
2013-02-06,28-038,MIA,HOU,W (+6),1,36:37,11,18,0.611,3,6,0.500,7,10,0.700,1,5,6,5,0,2,4,2,32,24.9,4
2013-02-08,28-040,MIA,LAC,W (+22),1,30:59,9,11,0.818,4,5,0.800,8,11,0.727,1,4,5,6,0,2,5,3,30,26.0,21
2013-02-10,28-042,MIA,LAL,W (+10),1,36:15,12,18,0.667,1,2,0.500,7,8,0.875,1,6,7,4,3,0,4,4,32,26.5,7
2013-02-12,28-044,MIA,POR,W (+13),1,38:45,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,35.0,21
2013-02-14,28-046,MIA,OKC,W (+10),1,40:02,14,24,0.583,4,8,0.500,7,9,0.778,3,9,12,7,2,0,4,3,39,33.5,15
2013-02-20,28-052,MIA,ATL,W (+13),1,39:31,8,15,0.533,1,4,0.250,7,8,0.875,0,6,6,11,4,0,2,1,24,27.4,16
2013-02-21,28-053,MIA,CHI,W (+19),1,34:29,11,15,0.733,1,4,0.250,3,3,1.000,1,11,12,7,2,0,4,2,26,26.0,6
2013-02-23,28-055,MIA,PHI,W (+24),1,31:30,7,12,0.583,1,4,0.250,1,2,0.500,1,9,10,11,2,0,2,1,16,20.7,14
2013-02-24,28-056,MIA,CLE,W (+4),1,38:51,10,19,0.526,0,1,0.000,8,11,0.727,2,1,3,8,1,0,2,0,28,23.8,6
2013-02-26,28-058,MIA,SAC,W (+12),1,47:45,14,23,0.609,1,2,0.500,11,12,0.917,3,5,8,16,2,1,2,1,40,44.2,11
2013-03-01,28-061,MIA,MEM,W (+7),1,42:06,4,14,0.286,2,4,0.500,8,12,0.667,1,7,8,10,2,1,1,1,18,19.3,-1
2013-03-03,28-063,MIA,NYK,W (+6),1,42:50,12,23,0.522,2,6,0.333,3,6,0.500,3,8,11,7,3,1,2,1,29,27.2,9
2013-03-04,28-064,MIA,MIN,W (+16),1,34:53,9,16,0.563,1,4,0.250,1,1,1.000,1,9,10,4,3,2,7,3,20,14.8,10
2013-03-06,28-066,MIA,ORL,W (+1),1,38:13,7,14,0.500,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,26,19.6,8
2013-03-08,28-068,MIA,PHI,W (+9),1,34:14,10,17,0.588,2,3,0.667,3,5,0.600,3,7,10,5,1,2,3,2,25,22.6,19
2013-03-12,28-072,MIA,ATL,W (+17),1,30:07,3,11,0.273,0,2,0.000,9,12,0.750,3,4,7,7,2,0,4,1,15,13.1,21
2013-03-13,28-073,MIA,PHI,W (+4),1,37:14,8,19,0.421,1,4,0.250,10,12,0.833,2,5,7,8,2,1,4,1,27,22.9,7
2013-03-15,28-075,MIA,MIL,W (+13),1,38:14,12,24,0.500,0,2,0.000,4,5,0.800,1,9,10,7,0,1,2,1,28,22.2,5
2013-03-17,28-077,MIA,TOR,W (+17),1,33:50,6,12,0.500,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,22,23.0,10
2013-03-18,28-078,MIA,BOS,W (+2),1,42:15,16,29,0.552,1,4,0.250,4,6,0.667,1,6,7,12,2,2,5,3,37,30.4,13
2013-03-20,28-080,MIA,CLE,W (+3),1,42:19,8,22,0.364,3,7,0.429,6,8,0.750,7,5,12,10,3,2,4,1,25,25.4,1
2013-03-22,28-082,MIA,DET,W (+14),1,39:53,12,15,0.800,1,1,1.000,4,6,0.667,1,7,8,8,2,1,3,1,29,30.2,14
2013-03-24,28-084,MIA,CHA,W (+32),1,34:10,11,14,0.786,0,1,0.000,10,11,0.909,0,8,8,10,3,3,4,0,32,36.7,22
2013-03-27,28-087,MIA,CHI,L (-4),1,39:56,11,17,0.647,2,5,0.400,8,11,0.727,0,7,7,3,2,4,4,1,32,27.9,2
2013-03-29,28-089,MIA,NOH,W (+19),1,32:13,13,20,0.650,7,10,0.700,3,5,0.600,0,4,4,6,2,0,3,0,36,30.8,19
2013-04-06,28-097,MIA,PHI,W (+19),1,29:42,12,17,0.706,1,2,0.500,2,2,1.000,0,4,4,5,1,0,1,1,27,24.2,22
2013-04-09,28-100,MIA,MIL,W (+11),1,30:04,11,16,0.688,0,1,0.000,6,6,1.000,1,6,7,7,2,1,3,0,28,28.3,21
2013-04-14,28-105,MIA,CHI,W (+12),1,34:51,7,12,0.583,1,1,1.000,9,12,0.750,0,7,7,6,1,0,3,2,24,20.7,8
2014-04-20,29-111,MIA,CHA,W (+11),1,38:32,8,16,0.5,4,8,0.5,7,10,0.7,0,9,9,1,0,0,3,1,27,17.8,0
2014-04-23,29-114,MIA,CHA,W (+4),1,39:50,11,17,0.647,1,5,0.2,9,12,0.75,0,6,6,8,4,0,4,2,32,29.9,6
2014-04-26,29-117,MIA,CHA,W (+13),1,35:59,10,18,0.556,1,2,0.5,9,10,0.9,0,10,10,6,2,0,2,1,30,27.8,20
2014-04-28,29-119,MIA,CHA,W (+11),1,42:54,10,19,0.526,1,5,0.2,10,12,0.833,0,7,7,9,3,1,2,3,31,29.8,12
2014-05-08,29-129,MIA,BRK,W (+12),1,39:07,9,18,0.5,0,3,0,4,6,0.667,0,4,4,3,2,1,2,2,22,15.4,6
2014-05-10,29-131,MIA,BRK,L (-14),1,39:39,8,15,0.533,3,7,0.429,9,10,0.9,0,8,8,5,1,1,2,2,28,25.1,-14
2014-05-12,29-133,MIA,BRK,W (+6),1,43:28,16,24,0.667,3,6,0.5,14,19,0.737,0,6,6,2,3,0,1,5,49,39.8,13
2014-05-14,29-135,MIA,BRK,W (+2),1,43:36,6,14,0.429,2,5,0.4,15,17,0.882,2,7,9,5,0,1,5,1,29,23.1,4
2014-05-18,29-139,MIA,IND,L (-11),1,40:50,11,18,0.611,1,5,0.2,2,2,1,1,9,10,5,3,0,4,3,25,21.5,-13
2014-05-20,29-141,MIA,IND,W (+4),1,42:21,9,18,0.5,1,5,0.2,3,6,0.5,0,7,7,6,2,3,3,3,22,18,4
2014-05-24,29-145,MIA,IND,W (+12),1,39:46,9,14,0.643,1,2,0.5,7,9,0.778,1,4,5,7,3,0,6,2,26,22,24
2014-05-26,29-147,MIA,IND,W (+12),1,35:48,13,21,0.619,2,3,0.667,4,4,1,0,10,10,5,2,0,2,3,32,27.8,10
2014-05-28,29-149,MIA,IND,L (-3),1,24:21,2,10,0.2,1,3,0.333,2,3,0.667,1,1,2,4,0,1,3,5,7,-0.1,1
2014-06-05,29-157,MIA,SAS,L (-15),1,32:53,9,17,0.529,2,3,0.667,5,6,0.833,3,3,6,3,3,0,4,1,25,20,0
2014-06-08,29-160,MIA,SAS,W (+2),1,37:36,14,22,0.636,3,3,1,4,5,0.8,2,8,10,3,2,0,4,3,35,27.5,11
2014-06-10,29-162,MIA,SAS,L (-19),1,39:49,9,14,0.643,2,4,0.5,2,3,0.667,1,4,5,7,5,0,7,5,22,18.2,-21
2014-06-12,29-164,MIA,SAS,L (-21),1,37:39,10,17,0.588,4,8,0.5,4,6,0.667,0,8,8,2,0,0,3,0,28,20.1,-21
2014-06-15,29-167,MIA,SAS,L (-17),1,41:16,10,21,0.476,3,9,0.333,8,9,0.889,1,9,10,5,0,2,1,1,31,26.8,-16
2013-10-29,28-303,MIA,CHI,W (+12),1,38:01,5,11,0.455,0,1,0.000,7,9,0.778,0,6,6,8,1,0,2,0,17,16.9,8
2013-10-30,28-304,MIA,PHI,L (-4),1,36:38,9,17,0.529,4,7,0.571,3,4,0.750,0,4,4,13,0,0,4,3,25,21.4,-8
2013-11-01,28-306,MIA,BRK,L (-1),1,42:14,11,19,0.579,1,2,0.500,3,5,0.600,1,6,7,6,2,1,5,2,26,19.9,-3
2013-11-03,28-308,MIA,WAS,W (+10),1,34:41,9,14,0.643,3,5,0.600,4,5,0.800,0,3,3,5,1,0,6,2,25,17.0,16
2013-11-05,28-310,MIA,TOR,W (+9),1,36:01,13,20,0.650,1,3,0.333,8,8,1.000,2,6,8,8,0,1,1,2,35,33.9,3
2013-11-07,28-312,MIA,LAC,W (+5),1,37:09,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,10.8,-1
2013-11-12,28-317,MIA,MIL,W (+23),1,29:58,13,21,0.619,4,7,0.571,3,6,0.500,0,3,3,2,0,0,3,0,33,21.6,14
2013-11-15,28-320,MIA,DAL,W (+6),1,36:58,14,18,0.778,1,1,1.000,10,11,0.909,0,6,6,4,1,0,6,0,39,31.2,0
2013-11-20,28-325,MIA,ORL,W (+28),1,29:05,5,11,0.455,0,2,0.000,11,11,1.000,1,5,6,7,1,1,4,0,21,20.1,23
2013-11-23,28-328,MIA,ORL,W (+2),1,37:35,7,13,0.538,3,6,0.500,5,7,0.714,0,9,9,7,3,0,3,0,22,22.5,7
2013-11-25,28-330,MIA,PHO,W (+15),1,33:21,11,14,0.786,2,4,0.500,11,11,1.000,0,5,5,4,1,1,4,0,35,31.6,1
2013-11-27,28-332,MIA,CLE,W (+11),1,37:06,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,26.3,0
2013-11-29,28-334,MIA,TOR,W (+7),1,36:27,10,17,0.588,3,5,0.600,4,6,0.667,1,5,6,3,1,1,3,2,27,20.5,3
2013-12-01,28-336,MIA,CHA,W (+1),1,38:16,8,13,0.615,1,3,0.333,9,10,0.900,0,5,5,4,1,1,3,0,26,22.7,-4
2013-12-03,28-338,MIA,DET,L (-10),1,36:58,8,15,0.533,2,5,0.400,5,8,0.625,3,2,5,6,2,1,6,2,23,17.3,-6
2013-12-05,28-340,MIA,CHI,L (-20),1,33:18,7,17,0.412,1,4,0.250,6,8,0.750,0,5,5,2,3,0,1,2,21,15.2,-21
2013-12-08,28-343,MIA,DET,W (+15),1,35:01,10,15,0.667,0,2,0.000,4,5,0.800,1,6,7,9,2,0,6,2,24,21.1,18
2013-12-10,28-345,MIA,IND,L (-6),1,38:32,6,16,0.375,1,4,0.250,4,6,0.667,1,13,14,6,2,0,5,3,17,12.0,-2
2013-12-14,28-349,MIA,CLE,W (+7),1,40:37,9,12,0.750,0,2,0.000,7,10,0.700,2,7,9,9,4,0,2,2,25,30.0,6
2013-12-16,28-351,MIA,UTA,W (+23),1,33:49,13,17,0.765,0,1,0.000,4,5,0.800,1,8,9,9,1,0,3,1,30,29.9,24
2013-12-18,28-353,MIA,IND,W (+3),1,36:14,8,14,0.571,1,3,0.333,7,7,1.000,0,9,9,7,3,0,3,3,24,23.8,16
2013-12-20,28-355,MIA,SAC,W (+19),1,30:40,8,11,0.727,1,2,0.500,1,2,0.500,2,4,6,8,1,1,1,1,18,21.6,14
2013-12-23,28-358,MIA,ATL,W (+2),1,45:38,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,38,32.6,-4
2013-12-25,28-360,MIA,LAL,W (+6),1,35:48,7,14,0.500,0,4,0.000,5,9,0.556,0,8,8,4,0,0,2,2,19,12.8,0
2013-12-27,28-362,MIA,SAC,L (-5),1,43:43,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,33,26.1,-10
2013-12-30,29-000,MIA,DEN,W (+3),1,39:44,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,23.4,4
2014-01-02,29-003,MIA,GSW,L (-9),1,39:34,10,16,0.625,1,4,0.250,5,8,0.625,0,5,5,5,0,1,8,0,26,15.3,-11
2014-01-04,29-005,MIA,ORL,W (+16),1,35:55,5,13,0.385,0,1,0.000,5,8,0.625,1,7,8,8,1,0,3,1,15,12.7,17
2014-01-07,29-008,MIA,NOP,W (+19),1,35:15,13,22,0.591,3,6,0.500,3,3,1.000,1,2,3,5,2,0,3,1,32,25.2,19
2014-01-09,29-010,MIA,NYK,L (-10),1,41:25,12,17,0.706,1,4,0.250,7,11,0.636,0,5,5,6,1,1,6,2,32,23.9,1
2014-01-10,29-011,MIA,BRK,L (-9),1,49:22,12,21,0.571,2,5,0.400,10,12,0.833,3,4,7,5,0,0,4,6,36,25.7,-1
2014-01-15,29-016,MIA,WAS,L (-17),1,41:04,8,18,0.444,0,4,0.000,9,10,0.900,2,6,8,7,2,0,4,1,25,20.9,-15
2014-01-17,29-018,MIA,PHI,W (+15),1,36:31,7,13,0.538,0,1,0.000,7,8,0.875,1,7,8,10,2,1,3,3,21,22.6,17
2014-01-18,29-019,MIA,CHA,W (+8),1,44:52,13,25,0.520,0,3,0.000,8,10,0.800,2,6,8,6,1,0,2,4,34,25.7,13
2014-01-20,29-021,MIA,ATL,L (-7),1,38:43,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,21.9,0
2014-01-21,29-022,MIA,BOS,W (+7),1,38:48,10,19,0.526,0,4,0.000,9,11,0.818,1,7,8,4,2,0,3,1,29,23.1,10
2014-01-23,29-024,MIA,LAL,W (+7),1,37:18,9,15,0.600,2,4,0.500,7,13,0.538,2,11,13,6,1,0,5,1,27,22.2,4
2014-01-26,29-027,MIA,SAS,W (+12),1,27:43,8,15,0.533,1,3,0.333,1,1,1.000,0,7,7,6,1,0,4,4,18,12.4,21
2014-01-29,29-030,MIA,OKC,L (-17),1,42:10,12,20,0.600,1,5,0.200,9,9,1.000,1,2,3,3,0,0,3,1,34,24.8,-17
2014-02-01,29-033,MIA,NYK,W (+15),1,39:06,13,22,0.591,1,3,0.333,3,6,0.500,1,7,8,7,6,0,2,3,30,29.1,14
2014-02-03,29-035,MIA,DET,W (+6),1,38:19,9,19,0.474,0,3,0.000,6,8,0.750,1,7,8,11,2,2,1,1,24,26.0,6
2014-02-05,29-037,MIA,LAC,W (+4),1,40:47,11,20,0.550,3,7,0.429,6,8,0.750,1,7,8,12,3,1,7,2,31,27.7,3
2014-02-08,29-040,MIA,UTA,L (-5),1,39:21,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,13,4.5,0
2014-02-11,29-043,MIA,PHO,W (+6),1,40:59,12,22,0.545,2,5,0.400,11,14,0.786,1,8,9,3,5,0,4,2,37,30.6,8
2014-02-12,29-044,MIA,GSW,W (+1),1,42:16,14,26,0.538,4,8,0.500,4,7,0.571,1,12,13,9,2,0,2,1,36,32.4,-2
2014-02-18,29-050,MIA,DAL,W (+11),1,38:28,16,23,0.696,4,8,0.500,6,8,0.750,2,7,9,6,2,0,3,2,42,37.4,19
2014-02-20,29-052,MIA,OKC,W (+22),1,33:24,15,22,0.682,1,5,0.200,2,5,0.400,1,6,7,3,4,0,8,1,33,22.6,9
2014-02-27,29-059,MIA,NYK,W (+26),1,36:38,13,19,0.684,1,2,0.500,4,6,0.667,0,4,4,4,0,0,1,0,31,25.1,21
2014-03-01,29-061,MIA,ORL,W (+14),1,31:13,8,12,0.667,0,2,0.000,4,5,0.800,1,8,9,7,4,0,2,1,20,24.0,14
2014-03-03,29-063,MIA,CHA,W (+17),1,41:12,22,33,0.667,8,10,0.800,9,12,0.750,3,4,7,4,0,0,2,2,61,48.8,16
2014-03-04,29-064,MIA,HOU,L (-3),1,36:38,9,18,0.500,0,3,0.000,4,6,0.667,1,0,1,6,3,0,1,1,22,18.7,-15
2014-03-06,29-066,MIA,SAS,L (-24),1,38:04,6,18,0.333,0,3,0.000,7,9,0.778,3,5,8,7,2,0,5,5,19,11.5,-10
2014-03-12,29-072,MIA,BRK,L (-1),1,38:03,6,13,0.462,1,4,0.250,6,9,0.667,0,5,5,7,3,0,5,1,19,15.1,2
2014-03-14,29-074,MIA,DEN,L (-4),1,39:50,8,17,0.471,0,4,0.000,5,7,0.714,0,6,6,6,1,0,4,3,21,13.3,-8
2014-03-16,29-076,MIA,HOU,W (+9),1,42:52,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,24,16.4,11
2014-03-18,29-078,MIA,CLE,W (+4),1,41:40,14,19,0.737,6,8,0.750,9,13,0.692,0,6,6,4,2,3,0,1,43,42.0,11
2014-03-21,29-081,MIA,MEM,W (+5),1,38:01,7,14,0.500,0,2,0.000,1,2,0.500,1,5,6,7,2,1,3,0,15,14.4,4
2014-03-22,29-082,MIA,NOP,L (-10),1,41:59,10,18,0.556,2,4,0.500,3,3,1.000,1,7,8,9,0,1,3,1,25,22.8,-6
2014-03-24,29-084,MIA,POR,W (+2),1,38:22,13,23,0.565,0,1,0.000,6,9,0.667,4,2,6,5,4,0,5,2,32,25.0,4
2014-03-26,29-086,MIA,IND,L (-1),1,43:24,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,27.4,2
2014-03-28,29-088,MIA,DET,W (+32),1,29:46,7,13,0.538,1,3,0.333,2,2,1.000,2,8,10,12,1,0,1,0,17,22.9,32
2014-03-29,29-089,MIA,MIL,W (+21),1,30:03,5,10,0.500,1,3,0.333,2,4,0.500,2,5,7,2,0,0,4,1,13,7.1,19
2014-03-31,29-091,MIA,TOR,W (+10),1,38:53,11,20,0.550,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,23.5,22
2014-04-02,29-093,MIA,MIL,W (+19),1,29:21,7,12,0.583,1,3,0.333,2,5,0.400,0,4,4,8,1,1,2,0,17,16.7,18
2014-04-04,29-095,MIA,MIN,L (-1),1,47:57,12,24,0.500,2,4,0.500,8,10,0.800,2,6,8,5,4,1,4,5,34,26.6,7
2014-04-06,29-097,MIA,NYK,W (+11),1,42:47,13,22,0.591,3,7,0.429,9,12,0.750,0,5,5,6,1,0,5,0,38,28.3,2
2014-04-08,29-099,MIA,BRK,L (-1),1,37:08,9,16,0.563,0,3,0.000,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8,-2
2014-04-09,29-100,MIA,MEM,L (-5),1,41:22,14,23,0.609,3,5,0.600,6,7,0.857,1,5,6,5,2,0,5,1,37,28.4,-8
2014-04-11,29-102,MIA,IND,W (+12),1,34:52,11,20,0.550,2,4,0.500,12,13,0.923,1,5,6,1,1,1,2,1,36,28.2,13
2014-04-12,29-103,MIA,ATL,L (-13),1,37:21,10,22,0.455,3,7,0.429,4,8,0.500,3,5,8,5,0,1,3,2,27,18.0,-13
2015-04-19,30-110,14_18CLE,BOS,W (+13),1,41:55,8,18,0.444,1,3,0.333,3,4,0.75,0,6,6,7,2,1,5,2,20,13.8,3
2015-04-21,30-112,14_18CLE,BOS,W (+8),1,41:48,11,22,0.5,1,5,0.2,7,8,0.875,1,8,9,7,0,2,6,3,30,20.8,11
2015-04-23,30-114,14_18CLE,BOS,W (+8),1,41:58,13,26,0.5,1,5,0.2,4,5,0.8,1,10,11,4,4,2,2,1,31,27.1,0
2015-04-26,30-117,14_18CLE,BOS,W (+8),1,46:22,10,24,0.417,1,7,0.143,6,10,0.6,0,10,10,8,3,1,6,2,27,18.1,7
2015-05-04,30-125,14_18CLE,CHI,L (-7),1,41:56,9,22,0.409,0,3,0,1,2,0.5,4,11,15,9,3,1,6,4,19,15.3,-11
2015-05-06,30-127,14_18CLE,CHI,W (+15),1,34:13,13,29,0.448,0,2,0,7,9,0.778,3,5,8,5,2,1,2,2,33,24.1,31
2015-05-08,30-129,14_18CLE,CHI,L (-3),1,43:39,8,25,0.32,1,7,0.143,10,11,0.909,2,6,8,14,1,1,7,4,27,18.4,1
2015-05-10,30-131,14_18CLE,CHI,W (+2),1,43:09,10,30,0.333,1,7,0.143,4,4,1,2,12,14,8,1,2,8,4,25,11.4,5
2015-05-12,30-133,14_18CLE,CHI,W (+5),1,40:56,14,24,0.583,1,5,0.2,9,12,0.75,2,10,12,6,3,3,0,3,38,38.1,-4
2015-05-14,30-135,14_18CLE,CHI,W (+21),1,41:03,7,23,0.304,0,4,0,1,2,0.5,1,8,9,11,0,2,4,4,15,7.9,20
2015-05-20,30-141,14_18CLE,ATL,W (+8),1,38:02,12,26,0.462,0,1,0,7,8,0.875,1,7,8,6,1,0,4,3,31,20,3
2015-05-22,30-143,14_18CLE,ATL,W (+12),1,38:58,10,22,0.455,2,7,0.286,8,11,0.727,1,8,9,11,0,1,4,1,30,24.5,18
2015-05-24,30-145,14_18CLE,ATL,W (+3),1,46:47,14,37,0.378,1,6,0.167,8,10,0.8,8,10,18,13,3,0,6,4,37,29,-3
2015-05-26,30-147,14_18CLE,ATL,W (+30),1,29:10,10,20,0.5,2,6,0.333,1,4,0.25,0,9,9,7,2,1,1,2,23,20.3,20
2015-06-04,30-156,14_18CLE,GSW,L (-8),1,45:46,18,38,0.474,2,8,0.25,6,10,0.6,0,8,8,6,0,0,4,2,44,24.8,-3
2015-06-07,30-159,14_18CLE,GSW,W (+2),1,50:20,11,35,0.314,3,6,0.5,14,18,0.778,4,12,16,11,1,1,3,3,39,28.9,0
2015-06-09,30-161,14_18CLE,GSW,W (+5),1,46:00,14,34,0.412,2,6,0.333,10,12,0.833,1,11,12,8,4,2,4,1,40,31.6,7
2015-06-11,30-163,14_18CLE,GSW,L (-21),1,40:55,7,22,0.318,1,4,0.25,5,10,0.5,2,10,12,8,0,0,2,5,20,11.4,-15
2015-06-14,30-166,14_18CLE,GSW,L (-13),1,44:46,15,34,0.441,3,8,0.375,7,9,0.778,1,13,14,11,1,0,2,5,40,30.7,-11
2015-06-16,30-168,14_18CLE,GSW,L (-8),1,46:42,13,33,0.394,2,10,0.2,4,8,0.5,3,15,18,9,2,0,6,3,32,20.2,-3
2014-10-30,29-304,14_18CLE,NYK,L (-5),1,43:14,5,15,0.333,1,5,0.200,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2,-13
2014-10-31,29-305,14_18CLE,CHI,W (+6),1,41:40,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4,-3
2014-11-04,29-309,14_18CLE,POR,L (-19),1,34:56,4,12,0.333,2,4,0.500,1,1,1.000,1,6,7,7,1,0,3,2,11,8.8,-15
2014-11-05,29-310,14_18CLE,UTA,L (-2),1,42:02,8,18,0.444,3,5,0.600,12,12,1.000,0,3,3,4,3,0,4,2,31,23.5,3
2014-11-07,29-312,14_18CLE,DEN,W (+9),1,39:38,8,18,0.444,1,5,0.200,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3,14
2014-11-10,29-315,14_18CLE,NOP,W (+7),1,40:26,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8,15
2014-11-14,29-319,14_18CLE,BOS,W (+1),1,40:51,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5,10
2014-11-15,29-320,14_18CLE,ATL,W (+33),1,28:54,13,20,0.650,4,5,0.800,2,4,0.500,2,4,6,7,0,1,3,1,32,27.2,14
2014-11-17,29-322,14_18CLE,DEN,L (-9),1,40:34,8,18,0.444,1,4,0.250,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6,-13
2014-11-19,29-324,14_18CLE,SAS,L (-2),1,34:06,6,17,0.353,2,3,0.667,1,1,1.000,3,3,6,9,1,1,5,3,15,10.3,-3
2014-11-21,29-326,14_18CLE,WAS,L (-13),1,39:02,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2,-13
2014-11-22,29-327,14_18CLE,TOR,L (-17),1,37:17,6,12,0.500,1,4,0.250,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8,-8
2014-11-24,29-329,14_18CLE,ORL,W (+32),1,31:00,9,17,0.529,2,4,0.500,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2,19
2014-11-26,29-331,14_18CLE,WAS,W (+26),1,36:05,7,14,0.500,1,5,0.200,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6,24
2014-11-29,29-334,14_18CLE,IND,W (+12),1,31:44,9,18,0.500,0,1,0.000,1,2,0.500,0,2,2,7,1,0,3,1,19,12.7,14
